Rank,City_country,Attribute,Value
450,Data Unavailable for this city,No data for this city,0
451,"Porto Alegre, Brazil",Food,56.89
451,"Porto Alegre, Brazil",Cigarettes 20 Pack,4.92
451,"Porto Alegre, Brazil",Public Transport,17.13
451,"Porto Alegre, Brazil",Petrol 50L ,85.5
451,"Porto Alegre, Brazil",Utility bills ,76.37
451,"Porto Alegre, Brazil",Internet 60mbps ,8.11
451,"Porto Alegre, Brazil",Gym monthly ,31.58
451,"Porto Alegre, Brazil",Cinema (1 ticket),6.1
451,"Porto Alegre, Brazil",Levi 501 Jeans,40.68
451,"Porto Alegre, Brazil",Nike runners,45.49
452,"Chisinau, Moldova",Food,43.1
452,"Chisinau, Moldova",Cigarettes 20 Pack,3.37
452,"Chisinau, Moldova",Public Transport,23.65
452,"Chisinau, Moldova",Petrol 50L ,77.5
452,"Chisinau, Moldova",Utility bills ,123.02
452,"Chisinau, Moldova",Internet 60mbps ,15.33
452,"Chisinau, Moldova",Gym monthly ,20.18
452,"Chisinau, Moldova",Cinema (1 ticket),3.9
452,"Chisinau, Moldova",Levi 501 Jeans,63.84
452,"Chisinau, Moldova",Nike runners,78.98
453,"Recife, Brazil",Food,40.58
453,"Recife, Brazil",Cigarettes 20 Pack,2.88
453,"Recife, Brazil",Public Transport,16.41
453,"Recife, Brazil",Petrol 50L ,36
453,"Recife, Brazil",Utility bills ,21.1
453,"Recife, Brazil",Internet 60mbps ,13.96
453,"Recife, Brazil",Gym monthly ,20.43
453,"Recife, Brazil",Cinema (1 ticket),1.5
453,"Recife, Brazil",Levi 501 Jeans,53.37
453,"Recife, Brazil",Nike runners,138.76
454,"Marrakech, Morocco",Food,62.5
454,"Marrakech, Morocco",Cigarettes 20 Pack,3.61
454,"Marrakech, Morocco",Public Transport,15.69
454,"Marrakech, Morocco",Petrol 50L ,60
454,"Marrakech, Morocco",Utility bills ,48.85
454,"Marrakech, Morocco",Internet 60mbps ,26.67
454,"Marrakech, Morocco",Gym monthly ,45.15
454,"Marrakech, Morocco",Cinema (1 ticket),4.64
454,"Marrakech, Morocco",Levi 501 Jeans,50.84
454,"Marrakech, Morocco",Nike runners,84.28
455,"Tehran, Iran",Food,45.3
455,"Tehran, Iran",Cigarettes 20 Pack,1.61
455,"Tehran, Iran",Public Transport,6.53
455,"Tehran, Iran",Petrol 50L ,39.5
455,"Tehran, Iran",Utility bills ,63.85
455,"Tehran, Iran",Internet 60mbps ,12.53
455,"Tehran, Iran",Gym monthly ,57.6
455,"Tehran, Iran",Cinema (1 ticket),2.94
455,"Tehran, Iran",Levi 501 Jeans,46.05
455,"Tehran, Iran",Nike runners,68.24
456,"Nis, Serbia",Food,64.37
456,"Nis, Serbia",Cigarettes 20 Pack,3.35
456,"Nis, Serbia",Public Transport,23.2
456,"Nis, Serbia",Petrol 50L ,58.5
456,"Nis, Serbia",Utility bills ,99.66
456,"Nis, Serbia",Internet 60mbps ,27.35
456,"Nis, Serbia",Gym monthly ,32.78
456,"Nis, Serbia",Cinema (1 ticket),5.16
456,"Nis, Serbia",Levi 501 Jeans,45.12
456,"Nis, Serbia",Nike runners,84.17
457,"Santa Cruz, Bolivia",Food,54.77
457,"Santa Cruz, Bolivia",Cigarettes 20 Pack,1.78
457,"Santa Cruz, Bolivia",Public Transport,19.36
457,"Santa Cruz, Bolivia",Petrol 50L ,46
457,"Santa Cruz, Bolivia",Utility bills ,59.37
457,"Santa Cruz, Bolivia",Internet 60mbps ,13.96
457,"Santa Cruz, Bolivia",Gym monthly ,35.15
457,"Santa Cruz, Bolivia",Cinema (1 ticket),4.75
457,"Santa Cruz, Bolivia",Levi 501 Jeans,66.65
457,"Santa Cruz, Bolivia",Nike runners,105.98
458,Data Unavailable for this city,No data for this city,0
459,"Baghdad, Iraq",Food,33.18
459,"Baghdad, Iraq",Cigarettes 20 Pack,1.68
459,"Baghdad, Iraq",Public Transport,20.56
459,"Baghdad, Iraq",Petrol 50L ,25
459,"Baghdad, Iraq",Utility bills ,77.14
459,"Baghdad, Iraq",Internet 60mbps ,18.25
459,"Baghdad, Iraq",Gym monthly ,16.6
459,"Baghdad, Iraq",Cinema (1 ticket),3.78
459,"Baghdad, Iraq",Levi 501 Jeans,37.18
459,"Baghdad, Iraq",Nike runners,60.32
460,"Kampala, Uganda",Food,39.77
460,"Kampala, Uganda",Cigarettes 20 Pack,1.61
460,"Kampala, Uganda",Public Transport,18.72
460,"Kampala, Uganda",Petrol 50L ,65.5
460,"Kampala, Uganda",Utility bills ,62.01
460,"Kampala, Uganda",Internet 60mbps ,8.06
460,"Kampala, Uganda",Gym monthly ,17.77
460,"Kampala, Uganda",Cinema (1 ticket),2.68
460,"Kampala, Uganda",Levi 501 Jeans,28.85
460,"Kampala, Uganda",Nike runners,63.6
461,"Ulaanbaatar, Mongolia",Food,35.59
461,"Ulaanbaatar, Mongolia",Cigarettes 20 Pack,1.68
461,"Ulaanbaatar, Mongolia",Public Transport,31.47
461,"Ulaanbaatar, Mongolia",Petrol 50L ,25.5
461,"Ulaanbaatar, Mongolia",Utility bills ,57.56
461,"Ulaanbaatar, Mongolia",Internet 60mbps ,22.22
461,"Ulaanbaatar, Mongolia",Gym monthly ,17.83
461,"Ulaanbaatar, Mongolia",Cinema (1 ticket),3.15
461,"Ulaanbaatar, Mongolia",Levi 501 Jeans,36.27
461,"Ulaanbaatar, Mongolia",Nike runners,57.89
462,"Qingdao, Shandong, China",Food,38.43
462,"Qingdao, Shandong, China",Cigarettes 20 Pack,1.61
462,"Qingdao, Shandong, China",Public Transport,18.23
462,"Qingdao, Shandong, China",Petrol 50L ,63.5
462,"Qingdao, Shandong, China",Utility bills ,72.49
462,"Qingdao, Shandong, China",Internet 60mbps ,8.5
462,"Qingdao, Shandong, China",Gym monthly ,19.48
462,"Qingdao, Shandong, China",Cinema (1 ticket),2.68
462,"Qingdao, Shandong, China",Levi 501 Jeans,43.07
462,"Qingdao, Shandong, China",Nike runners,64.39
463,"Isfahan (Esfahan), Iran",Food,44.92
463,"Isfahan (Esfahan), Iran",Cigarettes 20 Pack,2.31
463,"Isfahan (Esfahan), Iran",Public Transport,12
463,"Isfahan (Esfahan), Iran",Petrol 50L ,74.5
463,"Isfahan (Esfahan), Iran",Utility bills ,145.96
463,"Isfahan (Esfahan), Iran",Internet 60mbps ,9.02
463,"Isfahan (Esfahan), Iran",Gym monthly ,24.38
463,"Isfahan (Esfahan), Iran",Cinema (1 ticket),6.02
463,"Isfahan (Esfahan), Iran",Levi 501 Jeans,47.64
463,"Isfahan (Esfahan), Iran",Nike runners,86.45
464,"Rabat, Morocco",Food,40.36
464,"Rabat, Morocco",Cigarettes 20 Pack,1.61
464,"Rabat, Morocco",Public Transport,26.83
464,"Rabat, Morocco",Petrol 50L ,61.5
464,"Rabat, Morocco",Utility bills ,106.61
464,"Rabat, Morocco",Internet 60mbps ,11.37
464,"Rabat, Morocco",Gym monthly ,28.54
464,"Rabat, Morocco",Cinema (1 ticket),4.02
464,"Rabat, Morocco",Levi 501 Jeans,45.01
464,"Rabat, Morocco",Nike runners,64.3
465,"Buenos Aires, Argentina",Food,66.22
465,"Buenos Aires, Argentina",Cigarettes 20 Pack,2.88
465,"Buenos Aires, Argentina",Public Transport,24
465,"Buenos Aires, Argentina",Petrol 50L ,40.5
465,"Buenos Aires, Argentina",Utility bills ,102.68
465,"Buenos Aires, Argentina",Internet 60mbps ,6.82
465,"Buenos Aires, Argentina",Gym monthly ,31
465,"Buenos Aires, Argentina",Cinema (1 ticket),5.6
465,"Buenos Aires, Argentina",Levi 501 Jeans,104.57
465,"Buenos Aires, Argentina",Nike runners,118.77
466,"Algiers, Algeria",Food,66.34
466,"Algiers, Algeria",Cigarettes 20 Pack,2.92
466,"Algiers, Algeria",Public Transport,39.2
466,"Algiers, Algeria",Petrol 50L ,40.5
466,"Algiers, Algeria",Utility bills ,107.1
466,"Algiers, Algeria",Internet 60mbps ,9.47
466,"Algiers, Algeria",Gym monthly ,40.12
466,"Algiers, Algeria",Cinema (1 ticket),5.6
466,"Algiers, Algeria",Levi 501 Jeans,81.5
466,"Algiers, Algeria",Nike runners,104.9
467,"Bandung, Indonesia",Food,53.83
467,"Bandung, Indonesia",Cigarettes 20 Pack,2.69
467,"Bandung, Indonesia",Petrol 50L ,67
467,"Bandung, Indonesia",Utility bills ,97
467,"Bandung, Indonesia",Internet 60mbps ,39.24
467,"Bandung, Indonesia",Gym monthly ,48.44
467,"Bandung, Indonesia",Cinema (1 ticket),3.95
467,"Bandung, Indonesia",Levi 501 Jeans,65.79
467,"Bandung, Indonesia",Nike runners,85.67
468,"Dar es Salaam, Tanzania",Food,41.74
468,"Dar es Salaam, Tanzania",Cigarettes 20 Pack,1.49
468,"Dar es Salaam, Tanzania",Public Transport,23.28
468,"Dar es Salaam, Tanzania",Petrol 50L ,58.5
468,"Dar es Salaam, Tanzania",Utility bills ,53.69
468,"Dar es Salaam, Tanzania",Internet 60mbps ,24.37
468,"Dar es Salaam, Tanzania",Gym monthly ,27.11
468,"Dar es Salaam, Tanzania",Cinema (1 ticket),6.93
468,"Dar es Salaam, Tanzania",Levi 501 Jeans,41.56
468,"Dar es Salaam, Tanzania",Nike runners,74.27
469,"Baku, Azerbaijan",Food,46.94
469,"Baku, Azerbaijan",Cigarettes 20 Pack,2.39
469,"Baku, Azerbaijan",Public Transport,10.85
469,"Baku, Azerbaijan",Petrol 50L ,15.5
469,"Baku, Azerbaijan",Utility bills ,48.36
469,"Baku, Azerbaijan",Internet 60mbps ,27.77
469,"Baku, Azerbaijan",Gym monthly ,20.15
469,"Baku, Azerbaijan",Cinema (1 ticket),5.06
469,"Baku, Azerbaijan",Levi 501 Jeans,37.82
469,"Baku, Azerbaijan",Nike runners,77.38
470,"Almaty, Kazakhstan",Food,57.46
470,"Almaty, Kazakhstan",Cigarettes 20 Pack,1.13
470,"Almaty, Kazakhstan",Public Transport,33.77
470,"Almaty, Kazakhstan",Petrol 50L ,19.5
470,"Almaty, Kazakhstan",Utility bills ,28.27
470,"Almaty, Kazakhstan",Internet 60mbps ,52.83
470,"Almaty, Kazakhstan",Gym monthly ,40.01
470,"Almaty, Kazakhstan",Cinema (1 ticket),7.88
470,"Almaty, Kazakhstan",Levi 501 Jeans,20.05
470,"Almaty, Kazakhstan",Nike runners,68.4
471,Data Unavailable for this city,No data for this city,0
472,"Tunis, Tunisia",Food,59.99
472,"Tunis, Tunisia",Cigarettes 20 Pack,2.15
472,"Tunis, Tunisia",Public Transport,10.99
472,"Tunis, Tunisia",Petrol 50L ,66
472,"Tunis, Tunisia",Utility bills ,94.01
472,"Tunis, Tunisia",Internet 60mbps ,19.41
472,"Tunis, Tunisia",Gym monthly ,72.2
472,"Tunis, Tunisia",Cinema (1 ticket),6.32
472,"Tunis, Tunisia",Levi 501 Jeans,78.56
472,"Tunis, Tunisia",Nike runners,109.49
473,"Kigali, Rwanda",Food,56.72
473,"Kigali, Rwanda",Cigarettes 20 Pack,3.74
473,"Kigali, Rwanda",Public Transport,46.41
473,"Kigali, Rwanda",Petrol 50L ,58
473,"Kigali, Rwanda",Utility bills ,111.69
473,"Kigali, Rwanda",Internet 60mbps ,24.72
473,"Kigali, Rwanda",Gym monthly ,35.36
473,"Kigali, Rwanda",Cinema (1 ticket),3.87
473,"Kigali, Rwanda",Levi 501 Jeans,45.45
473,"Kigali, Rwanda",Nike runners,73.49
474,"Surabaya, Indonesia",Food,44.69
474,"Surabaya, Indonesia",Cigarettes 20 Pack,1.38
474,"Surabaya, Indonesia",Public Transport,15.09
474,"Surabaya, Indonesia",Petrol 50L ,22
474,"Surabaya, Indonesia",Utility bills ,47.17
474,"Surabaya, Indonesia",Internet 60mbps ,11.76
474,"Surabaya, Indonesia",Gym monthly ,43.84
474,"Surabaya, Indonesia",Cinema (1 ticket),4.25
474,"Surabaya, Indonesia",Levi 501 Jeans,60.4
474,"Surabaya, Indonesia",Nike runners,74.92
475,Data Unavailable for this city,No data for this city,0
476,"Damascus, Syria",Food,66.92
476,"Damascus, Syria",Cigarettes 20 Pack,2.96
476,"Damascus, Syria",Public Transport,22.4
476,"Damascus, Syria",Petrol 50L ,41.5
476,"Damascus, Syria",Utility bills ,132.02
476,"Damascus, Syria",Internet 60mbps ,9.39
476,"Damascus, Syria",Gym monthly ,36.71
476,"Damascus, Syria",Cinema (1 ticket),6.4
476,"Damascus, Syria",Levi 501 Jeans,90.13
476,"Damascus, Syria",Nike runners,96.53
477,"Asuncion, Paraguay",Food,39.58
477,"Asuncion, Paraguay",Cigarettes 20 Pack,3.08
477,"Asuncion, Paraguay",Public Transport,4.61
477,"Asuncion, Paraguay",Petrol 50L ,58.5
477,"Asuncion, Paraguay",Utility bills ,26.28
477,"Asuncion, Paraguay",Internet 60mbps ,12.17
477,"Asuncion, Paraguay",Gym monthly ,28.16
477,"Asuncion, Paraguay",Cinema (1 ticket),3.84
477,"Asuncion, Paraguay",Levi 501 Jeans,24.73
477,"Asuncion, Paraguay",Nike runners,47.18
478,"Dhaka, Bangladesh",Food,47.33
478,"Dhaka, Bangladesh",Cigarettes 20 Pack,4.66
478,"Dhaka, Bangladesh",Public Transport,21.41
478,"Dhaka, Bangladesh",Petrol 50L ,85.5
478,"Dhaka, Bangladesh",Utility bills ,194.9
478,"Dhaka, Bangladesh",Internet 60mbps ,8.86
478,"Dhaka, Bangladesh",Gym monthly ,30.7
478,"Dhaka, Bangladesh",Cinema (1 ticket),6.42
478,"Dhaka, Bangladesh",Levi 501 Jeans,39.07
478,"Dhaka, Bangladesh",Nike runners,85.28
479,"Astana (Nur-Sultan), Kazakhstan",Food,64.34
479,"Astana (Nur-Sultan), Kazakhstan",Cigarettes 20 Pack,3.07
479,"Astana (Nur-Sultan), Kazakhstan",Public Transport,24
479,"Astana (Nur-Sultan), Kazakhstan",Petrol 50L ,41.5
479,"Astana (Nur-Sultan), Kazakhstan",Utility bills ,116.99
479,"Astana (Nur-Sultan), Kazakhstan",Internet 60mbps ,6.92
479,"Astana (Nur-Sultan), Kazakhstan",Gym monthly ,41.64
479,"Astana (Nur-Sultan), Kazakhstan",Cinema (1 ticket),5.6
479,"Astana (Nur-Sultan), Kazakhstan",Levi 501 Jeans,96.6
479,"Astana (Nur-Sultan), Kazakhstan",Nike runners,94.33
480,"Antalya, Turkey",Food,52.25
480,"Antalya, Turkey",Cigarettes 20 Pack,2.47
480,"Antalya, Turkey",Public Transport,9.87
480,"Antalya, Turkey",Petrol 50L ,64.5
480,"Antalya, Turkey",Utility bills ,201.62
480,"Antalya, Turkey",Internet 60mbps ,39.24
480,"Antalya, Turkey",Gym monthly ,40.78
480,"Antalya, Turkey",Cinema (1 ticket),6.28
480,"Antalya, Turkey",Levi 501 Jeans,30.89
480,"Antalya, Turkey",Nike runners,72.56
481,"Izmir, Turkey",Food,43.8
481,"Izmir, Turkey",Cigarettes 20 Pack,3.12
481,"Izmir, Turkey",Public Transport,18.53
481,"Izmir, Turkey",Petrol 50L ,55
481,"Izmir, Turkey",Utility bills ,37.06
481,"Izmir, Turkey",Internet 60mbps ,21.9
481,"Izmir, Turkey",Gym monthly ,17.24
481,"Izmir, Turkey",Cinema (1 ticket),4.88
481,"Izmir, Turkey",Levi 501 Jeans,21.51
481,"Izmir, Turkey",Nike runners,50.87
482,"Tashkent, Uzbekistan",Food,42.69
482,"Tashkent, Uzbekistan",Cigarettes 20 Pack,2.55
482,"Tashkent, Uzbekistan",Public Transport,41.53
482,"Tashkent, Uzbekistan",Petrol 50L ,70
482,"Tashkent, Uzbekistan",Utility bills ,52.24
482,"Tashkent, Uzbekistan",Internet 60mbps ,57.43
482,"Tashkent, Uzbekistan",Gym monthly ,59.16
482,"Tashkent, Uzbekistan",Cinema (1 ticket),5.36
482,"Tashkent, Uzbekistan",Levi 501 Jeans,16.99
482,"Tashkent, Uzbekistan",Nike runners,49.24
483,"Agadir, Morocco",Food,59.52
483,"Agadir, Morocco",Cigarettes 20 Pack,3.61
483,"Agadir, Morocco",Public Transport,18.05
483,"Agadir, Morocco",Petrol 50L ,58.5
483,"Agadir, Morocco",Utility bills ,43.29
483,"Agadir, Morocco",Internet 60mbps ,28.69
483,"Agadir, Morocco",Gym monthly ,30.73
483,"Agadir, Morocco",Cinema (1 ticket),4.38
483,"Agadir, Morocco",Levi 501 Jeans,43.06
483,"Agadir, Morocco",Nike runners,76.84
484,"Tangier, Morocco",Food,62.54
484,"Tangier, Morocco",Cigarettes 20 Pack,3.3
484,"Tangier, Morocco",Public Transport,26.91
484,"Tangier, Morocco",Petrol 50L ,59
484,"Tangier, Morocco",Utility bills ,79.93
484,"Tangier, Morocco",Internet 60mbps ,24.44
484,"Tangier, Morocco",Gym monthly ,30.62
484,"Tangier, Morocco",Cinema (1 ticket),3.61
484,"Tangier, Morocco",Levi 501 Jeans,41.26
484,"Tangier, Morocco",Nike runners,72.2
485,"Ankara, Turkey",Food,58.95
485,"Ankara, Turkey",Cigarettes 20 Pack,3.61
485,"Ankara, Turkey",Public Transport,25.78
485,"Ankara, Turkey",Petrol 50L ,58
485,"Ankara, Turkey",Utility bills ,59.09
485,"Ankara, Turkey",Internet 60mbps ,23.82
485,"Ankara, Turkey",Gym monthly ,35.81
485,"Ankara, Turkey",Cinema (1 ticket),4
485,"Ankara, Turkey",Levi 501 Jeans,39.25
485,"Ankara, Turkey",Nike runners,73.92
486,"Accra, Ghana",Food,41.21
486,"Accra, Ghana",Cigarettes 20 Pack,4.3
486,"Accra, Ghana",Public Transport,24.56
486,"Accra, Ghana",Petrol 50L ,62
486,"Accra, Ghana",Utility bills ,51.49
486,"Accra, Ghana",Internet 60mbps ,9.77
486,"Accra, Ghana",Gym monthly ,27.45
486,"Accra, Ghana",Cinema (1 ticket),4.91
486,"Accra, Ghana",Levi 501 Jeans,33.12
486,"Accra, Ghana",Nike runners,51.11
487,"Mersin, Turkey",Food,31.39
487,"Mersin, Turkey",Cigarettes 20 Pack,1.87
487,"Mersin, Turkey",Public Transport,25.18
487,"Mersin, Turkey",Petrol 50L ,25
487,"Mersin, Turkey",Utility bills ,59.83
487,"Mersin, Turkey",Internet 60mbps ,19.36
487,"Mersin, Turkey",Gym monthly ,15.59
487,"Mersin, Turkey",Cinema (1 ticket),3.8
487,"Mersin, Turkey",Levi 501 Jeans,45.41
487,"Mersin, Turkey",Nike runners,62.94
488,"Mashhad, Iran",Food,61.96
488,"Mashhad, Iran",Cigarettes 20 Pack,2.96
488,"Mashhad, Iran",Public Transport,14.79
488,"Mashhad, Iran",Petrol 50L ,71
488,"Mashhad, Iran",Utility bills ,74.47
488,"Mashhad, Iran",Internet 60mbps ,20.48
488,"Mashhad, Iran",Gym monthly ,52.41
488,"Mashhad, Iran",Cinema (1 ticket),6.47
488,"Mashhad, Iran",Levi 501 Jeans,94.91
488,"Mashhad, Iran",Nike runners,120.71
489,Data Unavailable for this city,No data for this city,0
490,"Eskisehir, Turkey",Food,41.4
490,"Eskisehir, Turkey",Cigarettes 20 Pack,1.88
490,"Eskisehir, Turkey",Public Transport,14.09
490,"Eskisehir, Turkey",Petrol 50L ,45.5
490,"Eskisehir, Turkey",Utility bills ,42.75
490,"Eskisehir, Turkey",Internet 60mbps ,18.86
490,"Eskisehir, Turkey",Gym monthly ,42.32
490,"Eskisehir, Turkey",Cinema (1 ticket),4.25
490,"Eskisehir, Turkey",Levi 501 Jeans,54.15
490,"Eskisehir, Turkey",Nike runners,97.61
491,"Gurgaon, India",Food,56.27
491,"Gurgaon, India",Cigarettes 20 Pack,2.84
491,"Gurgaon, India",Public Transport,25.78
491,"Gurgaon, India",Petrol 50L ,59
491,"Gurgaon, India",Utility bills ,65.61
491,"Gurgaon, India",Internet 60mbps ,29.25
491,"Gurgaon, India",Gym monthly ,26.05
491,"Gurgaon, India",Cinema (1 ticket),5.16
491,"Gurgaon, India",Levi 501 Jeans,37.44
491,"Gurgaon, India",Nike runners,79.56
492,Data Unavailable for this city,No data for this city,0
493,"Kathmandu, Nepal",Food,43.63
493,"Kathmandu, Nepal",Cigarettes 20 Pack,2.94
493,"Kathmandu, Nepal",Public Transport,11.76
493,"Kathmandu, Nepal",Petrol 50L ,32
493,"Kathmandu, Nepal",Utility bills ,50.18
493,"Kathmandu, Nepal",Internet 60mbps ,14.73
493,"Kathmandu, Nepal",Gym monthly ,32.43
493,"Kathmandu, Nepal",Cinema (1 ticket),4.71
493,"Kathmandu, Nepal",Levi 501 Jeans,43.8
493,"Kathmandu, Nepal",Nike runners,96.04
494,"Dnipro, Ukraine",Food,64.53
494,"Dnipro, Ukraine",Cigarettes 20 Pack,3.61
494,"Dnipro, Ukraine",Public Transport,25.78
494,"Dnipro, Ukraine",Petrol 50L ,57.5
494,"Dnipro, Ukraine",Utility bills ,63.55
494,"Dnipro, Ukraine",Internet 60mbps ,28.4
494,"Dnipro, Ukraine",Gym monthly ,23.67
494,"Dnipro, Ukraine",Cinema (1 ticket),5.16
494,"Dnipro, Ukraine",Levi 501 Jeans,61.44
494,"Dnipro, Ukraine",Nike runners,79.49
495,"Tripoli, Libya",Food,37.74
495,"Tripoli, Libya",Cigarettes 20 Pack,4.3
495,"Tripoli, Libya",Public Transport,4.91
495,"Tripoli, Libya",Petrol 50L ,67.5
495,"Tripoli, Libya",Utility bills ,43.57
495,"Tripoli, Libya",Internet 60mbps ,9.33
495,"Tripoli, Libya",Gym monthly ,25.37
495,"Tripoli, Libya",Cinema (1 ticket),4.3
495,"Tripoli, Libya",Levi 501 Jeans,32.77
495,"Tripoli, Libya",Nike runners,49.87
496,"Bishkek, Kyrgyzstan",Food,64.28
496,"Bishkek, Kyrgyzstan",Cigarettes 20 Pack,3.35
496,"Bishkek, Kyrgyzstan",Public Transport,25.78
496,"Bishkek, Kyrgyzstan",Petrol 50L ,58.5
496,"Bishkek, Kyrgyzstan",Utility bills ,64.46
496,"Bishkek, Kyrgyzstan",Internet 60mbps ,31.59
496,"Bishkek, Kyrgyzstan",Gym monthly ,27.07
496,"Bishkek, Kyrgyzstan",Cinema (1 ticket),4.13
496,"Bishkek, Kyrgyzstan",Levi 501 Jeans,52.31
496,"Bishkek, Kyrgyzstan",Nike runners,83.98
497,"Odessa (Odesa), Ukraine",Food,36.14
497,"Odessa (Odesa), Ukraine",Cigarettes 20 Pack,4.3
497,"Odessa (Odesa), Ukraine",Public Transport,11.67
497,"Odessa (Odesa), Ukraine",Petrol 50L ,62
497,"Odessa (Odesa), Ukraine",Utility bills ,58.07
497,"Odessa (Odesa), Ukraine",Internet 60mbps ,7.95
497,"Odessa (Odesa), Ukraine",Gym monthly ,21.2
497,"Odessa (Odesa), Ukraine",Cinema (1 ticket),4.91
497,"Odessa (Odesa), Ukraine",Levi 501 Jeans,32.12
497,"Odessa (Odesa), Ukraine",Nike runners,49.99
498,Data Unavailable for this city,No data for this city,0
499,"Lviv, Ukraine",Food,39.57
499,"Lviv, Ukraine",Cigarettes 20 Pack,1.94
499,"Lviv, Ukraine",Public Transport,11.82
499,"Lviv, Ukraine",Petrol 50L ,53
499,"Lviv, Ukraine",Utility bills ,83.21
499,"Lviv, Ukraine",Internet 60mbps ,5.04
499,"Lviv, Ukraine",Gym monthly ,16.38
499,"Lviv, Ukraine",Cinema (1 ticket),3.13
499,"Lviv, Ukraine",Levi 501 Jeans,36.34
499,"Lviv, Ukraine",Nike runners,61.92
500,"Chittagong, Bangladesh",Food,61.91
500,"Chittagong, Bangladesh",Cigarettes 20 Pack,3
500,"Chittagong, Bangladesh",Public Transport,30
500,"Chittagong, Bangladesh",Petrol 50L ,25
500,"Chittagong, Bangladesh",Utility bills ,12.37
500,"Chittagong, Bangladesh",Internet 60mbps ,49.38
500,"Chittagong, Bangladesh",Gym monthly ,45.64
500,"Chittagong, Bangladesh",Cinema (1 ticket),6
500,"Chittagong, Bangladesh",Levi 501 Jeans,41.43
500,"Chittagong, Bangladesh",Nike runners,70.83
501,"Mumbai, India",Food,37.45
501,"Mumbai, India",Cigarettes 20 Pack,4.05
501,"Mumbai, India",Public Transport,11.05
501,"Mumbai, India",Petrol 50L ,69.5
501,"Mumbai, India",Utility bills ,25.46
501,"Mumbai, India",Internet 60mbps ,9.57
501,"Mumbai, India",Gym monthly ,20.63
501,"Mumbai, India",Cinema (1 ticket),3.68
501,"Mumbai, India",Levi 501 Jeans,29.56
501,"Mumbai, India",Nike runners,42.84
502,"Bangalore, India",Food,37.04
502,"Bangalore, India",Cigarettes 20 Pack,1.9
502,"Bangalore, India",Public Transport,6.26
502,"Bangalore, India",Petrol 50L ,67
502,"Bangalore, India",Utility bills ,69.13
502,"Bangalore, India",Internet 60mbps ,4.73
502,"Bangalore, India",Gym monthly ,20.52
502,"Bangalore, India",Cinema (1 ticket),4.08
502,"Bangalore, India",Levi 501 Jeans,51.87
502,"Bangalore, India",Nike runners,61.98
503,"Navi Mumbai, India",Food,33.19
503,"Navi Mumbai, India",Cigarettes 20 Pack,3.07
503,"Navi Mumbai, India",Public Transport,7.37
503,"Navi Mumbai, India",Petrol 50L ,56.5
503,"Navi Mumbai, India",Utility bills ,56.8
503,"Navi Mumbai, India",Internet 60mbps ,9.55
503,"Navi Mumbai, India",Gym monthly ,17.64
503,"Navi Mumbai, India",Cinema (1 ticket),3.07
503,"Navi Mumbai, India",Levi 501 Jeans,30.7
503,"Navi Mumbai, India",Nike runners,59.11
504,"Hyderabad, India",Food,38.35
504,"Hyderabad, India",Cigarettes 20 Pack,4.3
504,"Hyderabad, India",Public Transport,18.42
504,"Hyderabad, India",Petrol 50L ,64.5
504,"Hyderabad, India",Utility bills ,24.93
504,"Hyderabad, India",Internet 60mbps ,10.75
504,"Hyderabad, India",Gym monthly ,20.33
504,"Hyderabad, India",Cinema (1 ticket),4.91
504,"Hyderabad, India",Levi 501 Jeans,30.92
504,"Hyderabad, India",Nike runners,46.69
505,"Delhi, India",Food,34.18
505,"Delhi, India",Cigarettes 20 Pack,1.9
505,"Delhi, India",Public Transport,5.98
505,"Delhi, India",Petrol 50L ,45.5
505,"Delhi, India",Utility bills ,104.25
505,"Delhi, India",Internet 60mbps ,4.59
